"Campaign","Campaign Status","Campaign Type","Networks","Daily Budget","Budget Type","Start Date","End Date","Bid Strategy Type","Campaign URL Options (Tracking Template)","Final URL Suffix","Campaign Language"
10K ZIP Campaign - 2025-12-05,Enabled,Search,Search Network,,,,,,,,en

"Campaign","Setting","Value"

"Budget","Budget Amount","Delivery Method","Budget ID"
10K ZIP Campaign - 2025-12-05,62947,Postal Code,
10K ZIP Campaign - 2025-12-05,62948,Postal Code,
10K ZIP Campaign - 2025-12-05,62951,Postal Code,
10K ZIP Campaign - 2025-12-05,62958,Postal Code,
10K ZIP Campaign - 2025-12-05,62959,Postal Code,
10K ZIP Campaign - 2025-12-05,62978,Postal Code,
10K ZIP Campaign - 2025-12-05,62985,Postal Code,
10K ZIP Campaign - 2025-12-05,62995,Postal Code,
10K ZIP Campaign - 2025-12-05,63000,Postal Code,
10K ZIP Campaign - 2025-12-05,63004,Postal Code,
10K ZIP Campaign - 2025-12-05,63006,Postal Code,
10K ZIP Campaign - 2025-12-05,63013,Postal Code,
10K ZIP Campaign - 2025-12-05,63025,Postal Code,
10K ZIP Campaign - 2025-12-05,63064,Postal Code,
10K ZIP Campaign - 2025-12-05,63093,Postal Code,
10K ZIP Campaign - 2025-12-05,63109,Postal Code,
10K ZIP Campaign - 2025-12-05,63119,Postal Code,
10K ZIP Campaign - 2025-12-05,63131,Postal Code,
10K ZIP Campaign - 2025-12-05,63132,Postal Code,
10K ZIP Campaign - 2025-12-05,63141,Postal Code,
10K ZIP Campaign - 2025-12-05,63160,Postal Code,
10K ZIP Campaign - 2025-12-05,63165,Postal Code,
10K ZIP Campaign - 2025-12-05,63171,Postal Code,
10K ZIP Campaign - 2025-12-05,63172,Postal Code,
10K ZIP Campaign - 2025-12-05,63181,Postal Code,
10K ZIP Campaign - 2025-12-05,63232,Postal Code,
10K ZIP Campaign - 2025-12-05,63234,Postal Code,
10K ZIP Campaign - 2025-12-05,63241,Postal Code,
10K ZIP Campaign - 2025-12-05,63246,Postal Code,
10K ZIP Campaign - 2025-12-05,63276,Postal Code,
10K ZIP Campaign - 2025-12-05,63281,Postal Code,
10K ZIP Campaign - 2025-12-05,63283,Postal Code,
10K ZIP Campaign - 2025-12-05,63288,Postal Code,
10K ZIP Campaign - 2025-12-05,63319,Postal Code,
10K ZIP Campaign - 2025-12-05,63321,Postal Code,
10K ZIP Campaign - 2025-12-05,63328,Postal Code,
10K ZIP Campaign - 2025-12-05,63332,Postal Code,
10K ZIP Campaign - 2025-12-05,63335,Postal Code,
10K ZIP Campaign - 2025-12-05,63345,Postal Code,
10K ZIP Campaign - 2025-12-05,63348,Postal Code,
10K ZIP Campaign - 2025-12-05,63377,Postal Code,
10K ZIP Campaign - 2025-12-05,63386,Postal Code,
10K ZIP Campaign - 2025-12-05,63389,Postal Code,
10K ZIP Campaign - 2025-12-05,63392,Postal Code,
10K ZIP Campaign - 2025-12-05,63400,Postal Code,
10K ZIP Campaign - 2025-12-05,63404,Postal Code,
10K ZIP Campaign - 2025-12-05,63406,Postal Code,
10K ZIP Campaign - 2025-12-05,63429,Postal Code,
10K ZIP Campaign - 2025-12-05,63431,Postal Code,
10K ZIP Campaign - 2025-12-05,63440,Postal Code,
10K ZIP Campaign - 2025-12-05,63467,Postal Code,
10K ZIP Campaign - 2025-12-05,63469,Postal Code,
10K ZIP Campaign - 2025-12-05,63471,Postal Code,
10K ZIP Campaign - 2025-12-05,63483,Postal Code,
10K ZIP Campaign - 2025-12-05,63488,Postal Code,
10K ZIP Campaign - 2025-12-05,63515,Postal Code,
10K ZIP Campaign - 2025-12-05,63517,Postal Code,
10K ZIP Campaign - 2025-12-05,63519,Postal Code,
10K ZIP Campaign - 2025-12-05,63540,Postal Code,
10K ZIP Campaign - 2025-12-05,63541,Postal Code,
10K ZIP Campaign - 2025-12-05,63543,Postal Code,
10K ZIP Campaign - 2025-12-05,63545,Postal Code,
10K ZIP Campaign - 2025-12-05,63563,Postal Code,
10K ZIP Campaign - 2025-12-05,63577,Postal Code,
10K ZIP Campaign - 2025-12-05,63579,Postal Code,
10K ZIP Campaign - 2025-12-05,63584,Postal Code,
10K ZIP Campaign - 2025-12-05,63614,Postal Code,
10K ZIP Campaign - 2025-12-05,63617,Postal Code,
10K ZIP Campaign - 2025-12-05,63619,Postal Code,
10K ZIP Campaign - 2025-12-05,63622,Postal Code,
10K ZIP Campaign - 2025-12-05,63624,Postal Code,
10K ZIP Campaign - 2025-12-05,63629,Postal Code,
10K ZIP Campaign - 2025-12-05,63659,Postal Code,
10K ZIP Campaign - 2025-12-05,63662,Postal Code,
10K ZIP Campaign - 2025-12-05,63676,Postal Code,
10K ZIP Campaign - 2025-12-05,63677,Postal Code,
10K ZIP Campaign - 2025-12-05,63685,Postal Code,
10K ZIP Campaign - 2025-12-05,63689,Postal Code,
10K ZIP Campaign - 2025-12-05,63698,Postal Code,
10K ZIP Campaign - 2025-12-05,63699,Postal Code,
10K ZIP Campaign - 2025-12-05,63701,Postal Code,
10K ZIP Campaign - 2025-12-05,63742,Postal Code,
10K ZIP Campaign - 2025-12-05,63743,Postal Code,
10K ZIP Campaign - 2025-12-05,63764,Postal Code,
10K ZIP Campaign - 2025-12-05,63765,Postal Code,
10K ZIP Campaign - 2025-12-05,63776,Postal Code,
10K ZIP Campaign - 2025-12-05,63783,Postal Code,
10K ZIP Campaign - 2025-12-05,63785,Postal Code,
10K ZIP Campaign - 2025-12-05,63792,Postal Code,
10K ZIP Campaign - 2025-12-05,63811,Postal Code,
10K ZIP Campaign - 2025-12-05,63817,Postal Code,
10K ZIP Campaign - 2025-12-05,63823,Postal Code,
10K ZIP Campaign - 2025-12-05,63830,Postal Code,
10K ZIP Campaign - 2025-12-05,63831,Postal Code,
10K ZIP Campaign - 2025-12-05,63833,Postal Code,
10K ZIP Campaign - 2025-12-05,63843,Postal Code,
10K ZIP Campaign - 2025-12-05,63854,Postal Code,
10K ZIP Campaign - 2025-12-05,63867,Postal Code,
10K ZIP Campaign - 2025-12-05,63895,Postal Code,
10K ZIP Campaign - 2025-12-05,63910,Postal Code,
10K ZIP Campaign - 2025-12-05,63912,Postal Code,
10K ZIP Campaign - 2025-12-05,63935,Postal Code,
10K ZIP Campaign - 2025-12-05,63943,Postal Code,
10K ZIP Campaign - 2025-12-05,63960,Postal Code,
10K ZIP Campaign - 2025-12-05,63967,Postal Code,
10K ZIP Campaign - 2025-12-05,63974,Postal Code,
10K ZIP Campaign - 2025-12-05,63988,Postal Code,
10K ZIP Campaign - 2025-12-05,63997,Postal Code,
10K ZIP Campaign - 2025-12-05,63998,Postal Code,
10K ZIP Campaign - 2025-12-05,64017,Postal Code,
10K ZIP Campaign - 2025-12-05,64027,Postal Code,
10K ZIP Campaign - 2025-12-05,64032,Postal Code,
10K ZIP Campaign - 2025-12-05,64034,Postal Code,
10K ZIP Campaign - 2025-12-05,64037,Postal Code,
10K ZIP Campaign - 2025-12-05,64056,Postal Code,
10K ZIP Campaign - 2025-12-05,64075,Postal Code,
10K ZIP Campaign - 2025-12-05,64099,Postal Code,
10K ZIP Campaign - 2025-12-05,64104,Postal Code,
10K ZIP Campaign - 2025-12-05,64107,Postal Code,
10K ZIP Campaign - 2025-12-05,64111,Postal Code,
10K ZIP Campaign - 2025-12-05,64127,Postal Code,
10K ZIP Campaign - 2025-12-05,64135,Postal Code,
10K ZIP Campaign - 2025-12-05,64159,Postal Code,
10K ZIP Campaign - 2025-12-05,64185,Postal Code,
10K ZIP Campaign - 2025-12-05,64187,Postal Code,
10K ZIP Campaign - 2025-12-05,64192,Postal Code,
10K ZIP Campaign - 2025-12-05,64195,Postal Code,
10K ZIP Campaign - 2025-12-05,64215,Postal Code,
10K ZIP Campaign - 2025-12-05,64229,Postal Code,
10K ZIP Campaign - 2025-12-05,64255,Postal Code,
10K ZIP Campaign - 2025-12-05,64268,Postal Code,
10K ZIP Campaign - 2025-12-05,64271,Postal Code,
10K ZIP Campaign - 2025-12-05,64288,Postal Code,
10K ZIP Campaign - 2025-12-05,64323,Postal Code,
10K ZIP Campaign - 2025-12-05,64331,Postal Code,
10K ZIP Campaign - 2025-12-05,64340,Postal Code,
10K ZIP Campaign - 2025-12-05,64359,Postal Code,
10K ZIP Campaign - 2025-12-05,64375,Postal Code,
10K ZIP Campaign - 2025-12-05,64389,Postal Code,
10K ZIP Campaign - 2025-12-05,64405,Postal Code,
10K ZIP Campaign - 2025-12-05,64410,Postal Code,
10K ZIP Campaign - 2025-12-05,64442,Postal Code,
10K ZIP Campaign - 2025-12-05,64450,Postal Code,
10K ZIP Campaign - 2025-12-05,64452,Postal Code,
10K ZIP Campaign - 2025-12-05,64475,Postal Code,
10K ZIP Campaign - 2025-12-05,64484,Postal Code,
10K ZIP Campaign - 2025-12-05,64498,Postal Code,
10K ZIP Campaign - 2025-12-05,64512,Postal Code,
10K ZIP Campaign - 2025-12-05,64516,Postal Code,
10K ZIP Campaign - 2025-12-05,64524,Postal Code,
10K ZIP Campaign - 2025-12-05,64525,Postal Code,
10K ZIP Campaign - 2025-12-05,64541,Postal Code,
10K ZIP Campaign - 2025-12-05,64545,Postal Code,
10K ZIP Campaign - 2025-12-05,64549,Postal Code,
10K ZIP Campaign - 2025-12-05,64556,Postal Code,
10K ZIP Campaign - 2025-12-05,64557,Postal Code,
10K ZIP Campaign - 2025-12-05,64561,Postal Code,
10K ZIP Campaign - 2025-12-05,64566,Postal Code,
10K ZIP Campaign - 2025-12-05,64573,Postal Code,
10K ZIP Campaign - 2025-12-05,64587,Postal Code,
10K ZIP Campaign - 2025-12-05,64598,Postal Code,
10K ZIP Campaign - 2025-12-05,64607,Postal Code,
10K ZIP Campaign - 2025-12-05,64609,Postal Code,
10K ZIP Campaign - 2025-12-05,64613,Postal Code,
10K ZIP Campaign - 2025-12-05,64619,Postal Code,
10K ZIP Campaign - 2025-12-05,64621,Postal Code,
10K ZIP Campaign - 2025-12-05,64626,Postal Code,
10K ZIP Campaign - 2025-12-05,64636,Postal Code,
10K ZIP Campaign - 2025-12-05,64637,Postal Code,
10K ZIP Campaign - 2025-12-05,64647,Postal Code,
10K ZIP Campaign - 2025-12-05,64665,Postal Code,
10K ZIP Campaign - 2025-12-05,64682,Postal Code,
10K ZIP Campaign - 2025-12-05,64684,Postal Code,
10K ZIP Campaign - 2025-12-05,64686,Postal Code,
10K ZIP Campaign - 2025-12-05,64691,Postal Code,
10K ZIP Campaign - 2025-12-05,64703,Postal Code,
10K ZIP Campaign - 2025-12-05,64710,Postal Code,
10K ZIP Campaign - 2025-12-05,64713,Postal Code,
10K ZIP Campaign - 2025-12-05,64715,Postal Code,
10K ZIP Campaign - 2025-12-05,64721,Postal Code,
10K ZIP Campaign - 2025-12-05,64736,Postal Code,
10K ZIP Campaign - 2025-12-05,64743,Postal Code,
10K ZIP Campaign - 2025-12-05,64753,Postal Code,
10K ZIP Campaign - 2025-12-05,64755,Postal Code,
10K ZIP Campaign - 2025-12-05,64764,Postal Code,
10K ZIP Campaign - 2025-12-05,64769,Postal Code,
10K ZIP Campaign - 2025-12-05,64770,Postal Code,
10K ZIP Campaign - 2025-12-05,64789,Postal Code,
10K ZIP Campaign - 2025-12-05,64793,Postal Code,
10K ZIP Campaign - 2025-12-05,64795,Postal Code,
10K ZIP Campaign - 2025-12-05,64796,Postal Code,
10K ZIP Campaign - 2025-12-05,64812,Postal Code,
10K ZIP Campaign - 2025-12-05,64818,Postal Code,
10K ZIP Campaign - 2025-12-05,64820,Postal Code,
10K ZIP Campaign - 2025-12-05,64823,Postal Code,
10K ZIP Campaign - 2025-12-05,64834,Postal Code,
10K ZIP Campaign - 2025-12-05,64836,Postal Code,
10K ZIP Campaign - 2025-12-05,64837,Postal Code,
10K ZIP Campaign - 2025-12-05,64840,Postal Code,
10K ZIP Campaign - 2025-12-05,64842,Postal Code,
10K ZIP Campaign - 2025-12-05,64850,Postal Code,
10K ZIP Campaign - 2025-12-05,64862,Postal Code,
10K ZIP Campaign - 2025-12-05,64869,Postal Code,
10K ZIP Campaign - 2025-12-05,64873,Postal Code,
10K ZIP Campaign - 2025-12-05,64882,Postal Code,
10K ZIP Campaign - 2025-12-05,64891,Postal Code,
10K ZIP Campaign - 2025-12-05,64901,Postal Code,
10K ZIP Campaign - 2025-12-05,64908,Postal Code,
10K ZIP Campaign - 2025-12-05,64914,Postal Code,
10K ZIP Campaign - 2025-12-05,64924,Postal Code,
10K ZIP Campaign - 2025-12-05,64929,Postal Code,
10K ZIP Campaign - 2025-12-05,64941,Postal Code,
10K ZIP Campaign - 2025-12-05,64976,Postal Code,
10K ZIP Campaign - 2025-12-05,64979,Postal Code,
10K ZIP Campaign - 2025-12-05,65002,Postal Code,
10K ZIP Campaign - 2025-12-05,65008,Postal Code,
10K ZIP Campaign - 2025-12-05,65016,Postal Code,
10K ZIP Campaign - 2025-12-05,65018,Postal Code,
10K ZIP Campaign - 2025-12-05,65021,Postal Code,
10K ZIP Campaign - 2025-12-05,65026,Postal Code,
10K ZIP Campaign - 2025-12-05,65057,Postal Code,
10K ZIP Campaign - 2025-12-05,65067,Postal Code,
10K ZIP Campaign - 2025-12-05,65099,Postal Code,
10K ZIP Campaign - 2025-12-05,65102,Postal Code,
10K ZIP Campaign - 2025-12-05,65114,Postal Code,
10K ZIP Campaign - 2025-12-05,65117,Postal Code,
10K ZIP Campaign - 2025-12-05,65123,Postal Code,
10K ZIP Campaign - 2025-12-05,65159,Postal Code,
10K ZIP Campaign - 2025-12-05,65176,Postal Code,
10K ZIP Campaign - 2025-12-05,65198,Postal Code,
10K ZIP Campaign - 2025-12-05,65206,Postal Code,
10K ZIP Campaign - 2025-12-05,65212,Postal Code,
10K ZIP Campaign - 2025-12-05,65228,Postal Code,
10K ZIP Campaign - 2025-12-05,65236,Postal Code,
10K ZIP Campaign - 2025-12-05,65242,Postal Code,
10K ZIP Campaign - 2025-12-05,65253,Postal Code,
10K ZIP Campaign - 2025-12-05,65268,Postal Code,
10K ZIP Campaign - 2025-12-05,65272,Postal Code,
10K ZIP Campaign - 2025-12-05,65274,Postal Code,
10K ZIP Campaign - 2025-12-05,65276,Postal Code,
10K ZIP Campaign - 2025-12-05,65292,Postal Code,
10K ZIP Campaign - 2025-12-05,65321,Postal Code,
10K ZIP Campaign - 2025-12-05,65333,Postal Code,
10K ZIP Campaign - 2025-12-05,65342,Postal Code,
10K ZIP Campaign - 2025-12-05,65359,Postal Code,
10K ZIP Campaign - 2025-12-05,65362,Postal Code,
10K ZIP Campaign - 2025-12-05,65368,Postal Code,
10K ZIP Campaign - 2025-12-05,65371,Postal Code,
10K ZIP Campaign - 2025-12-05,65373,Postal Code,
10K ZIP Campaign - 2025-12-05,65375,Postal Code,
10K ZIP Campaign - 2025-12-05,65394,Postal Code,
10K ZIP Campaign - 2025-12-05,65400,Postal Code,
10K ZIP Campaign - 2025-12-05,65407,Postal Code,
10K ZIP Campaign - 2025-12-05,65411,Postal Code,
10K ZIP Campaign - 2025-12-05,65451,Postal Code,
10K ZIP Campaign - 2025-12-05,65480,Postal Code,
10K ZIP Campaign - 2025-12-05,65483,Postal Code,
10K ZIP Campaign - 2025-12-05,65503,Postal Code,
10K ZIP Campaign - 2025-12-05,65513,Postal Code,
10K ZIP Campaign - 2025-12-05,65515,Postal Code,
10K ZIP Campaign - 2025-12-05,65522,Postal Code,
10K ZIP Campaign - 2025-12-05,65543,Postal Code,
10K ZIP Campaign - 2025-12-05,65547,Postal Code,
10K ZIP Campaign - 2025-12-05,65549,Postal Code,
10K ZIP Campaign - 2025-12-05,65555,Postal Code,
10K ZIP Campaign - 2025-12-05,65558,Postal Code,
10K ZIP Campaign - 2025-12-05,65571,Postal Code,
10K ZIP Campaign - 2025-12-05,65592,Postal Code,
10K ZIP Campaign - 2025-12-05,65601,Postal Code,
10K ZIP Campaign - 2025-12-05,65604,Postal Code,
10K ZIP Campaign - 2025-12-05,65609,Postal Code,
10K ZIP Campaign - 2025-12-05,65619,Postal Code,
10K ZIP Campaign - 2025-12-05,65622,Postal Code,
10K ZIP Campaign - 2025-12-05,65625,Postal Code,
10K ZIP Campaign - 2025-12-05,65631,Postal Code,
10K ZIP Campaign - 2025-12-05,65632,Postal Code,
10K ZIP Campaign - 2025-12-05,65638,Postal Code,
10K ZIP Campaign - 2025-12-05,65657,Postal Code,
10K ZIP Campaign - 2025-12-05,65658,Postal Code,
10K ZIP Campaign - 2025-12-05,65664,Postal Code,
10K ZIP Campaign - 2025-12-05,65667,Postal Code,
10K ZIP Campaign - 2025-12-05,65670,Postal Code,
10K ZIP Campaign - 2025-12-05,65693,Postal Code,
10K ZIP Campaign - 2025-12-05,65713,Postal Code,
10K ZIP Campaign - 2025-12-05,65716,Postal Code,
10K ZIP Campaign - 2025-12-05,65725,Postal Code,
10K ZIP Campaign - 2025-12-05,65747,Postal Code,
10K ZIP Campaign - 2025-12-05,65757,Postal Code,
10K ZIP Campaign - 2025-12-05,65760,Postal Code,
10K ZIP Campaign - 2025-12-05,65796,Postal Code,
10K ZIP Campaign - 2025-12-05,65797,Postal Code,
10K ZIP Campaign - 2025-12-05,65816,Postal Code,
10K ZIP Campaign - 2025-12-05,65824,Postal Code,
10K ZIP Campaign - 2025-12-05,65830,Postal Code,
10K ZIP Campaign - 2025-12-05,65835,Postal Code,
10K ZIP Campaign - 2025-12-05,65854,Postal Code,
10K ZIP Campaign - 2025-12-05,65869,Postal Code,
10K ZIP Campaign - 2025-12-05,65872,Postal Code,
10K ZIP Campaign - 2025-12-05,65876,Postal Code,
10K ZIP Campaign - 2025-12-05,65891,Postal Code,
10K ZIP Campaign - 2025-12-05,65894,Postal Code,
10K ZIP Campaign - 2025-12-05,65915,Postal Code,
10K ZIP Campaign - 2025-12-05,65919,Postal Code,
10K ZIP Campaign - 2025-12-05,65937,Postal Code,
10K ZIP Campaign - 2025-12-05,65941,Postal Code,
10K ZIP Campaign - 2025-12-05,65945,Postal Code,
10K ZIP Campaign - 2025-12-05,65946,Postal Code,
10K ZIP Campaign - 2025-12-05,65950,Postal Code,
10K ZIP Campaign - 2025-12-05,65970,Postal Code,
10K ZIP Campaign - 2025-12-05,65975,Postal Code,
10K ZIP Campaign - 2025-12-05,65976,Postal Code,
10K ZIP Campaign - 2025-12-05,66016,Postal Code,
10K ZIP Campaign - 2025-12-05,66019,Postal Code,
10K ZIP Campaign - 2025-12-05,66023,Postal Code,
10K ZIP Campaign - 2025-12-05,66030,Postal Code,
10K ZIP Campaign - 2025-12-05,66039,Postal Code,
10K ZIP Campaign - 2025-12-05,66048,Postal Code,
10K ZIP Campaign - 2025-12-05,66053,Postal Code,
10K ZIP Campaign - 2025-12-05,66059,Postal Code,
10K ZIP Campaign - 2025-12-05,66060,Postal Code,
10K ZIP Campaign - 2025-12-05,66070,Postal Code,
10K ZIP Campaign - 2025-12-05,66074,Postal Code,
10K ZIP Campaign - 2025-12-05,66082,Postal Code,
10K ZIP Campaign - 2025-12-05,66089,Postal Code,
10K ZIP Campaign - 2025-12-05,66112,Postal Code,
10K ZIP Campaign - 2025-12-05,66117,Postal Code,
10K ZIP Campaign - 2025-12-05,66131,Postal Code,
10K ZIP Campaign - 2025-12-05,66134,Postal Code,
10K ZIP Campaign - 2025-12-05,66135,Postal Code,
10K ZIP Campaign - 2025-12-05,66141,Postal Code,
10K ZIP Campaign - 2025-12-05,66143,Postal Code,
10K ZIP Campaign - 2025-12-05,66152,Postal Code,
10K ZIP Campaign - 2025-12-05,66168,Postal Code,
10K ZIP Campaign - 2025-12-05,66170,Postal Code,
10K ZIP Campaign - 2025-12-05,66175,Postal Code,
10K ZIP Campaign - 2025-12-05,66176,Postal Code,
10K ZIP Campaign - 2025-12-05,66185,Postal Code,
10K ZIP Campaign - 2025-12-05,66205,Postal Code,
10K ZIP Campaign - 2025-12-05,66207,Postal Code,
10K ZIP Campaign - 2025-12-05,66222,Postal Code,
10K ZIP Campaign - 2025-12-05,66226,Postal Code,
10K ZIP Campaign - 2025-12-05,66231,Postal Code,
10K ZIP Campaign - 2025-12-05,66235,Postal Code,
10K ZIP Campaign - 2025-12-05,66237,Postal Code,
10K ZIP Campaign - 2025-12-05,66251,Postal Code,
10K ZIP Campaign - 2025-12-05,66257,Postal Code,
10K ZIP Campaign - 2025-12-05,66272,Postal Code,
10K ZIP Campaign - 2025-12-05,66275,Postal Code,
10K ZIP Campaign - 2025-12-05,66286,Postal Code,
10K ZIP Campaign - 2025-12-05,66307,Postal Code,
10K ZIP Campaign - 2025-12-05,66327,Postal Code,
10K ZIP Campaign - 2025-12-05,66343,Postal Code,
10K ZIP Campaign - 2025-12-05,66357,Postal Code,
10K ZIP Campaign - 2025-12-05,66363,Postal Code,
10K ZIP Campaign - 2025-12-05,66371,Postal Code,
10K ZIP Campaign - 2025-12-05,66376,Postal Code,
10K ZIP Campaign - 2025-12-05,66379,Postal Code,
10K ZIP Campaign - 2025-12-05,66388,Postal Code,
10K ZIP Campaign - 2025-12-05,66389,Postal Code,
10K ZIP Campaign - 2025-12-05,66401,Postal Code,
10K ZIP Campaign - 2025-12-05,66408,Postal Code,
10K ZIP Campaign - 2025-12-05,66425,Postal Code,
10K ZIP Campaign - 2025-12-05,66449,Postal Code,
10K ZIP Campaign - 2025-12-05,66462,Postal Code,
10K ZIP Campaign - 2025-12-05,66480,Postal Code,
10K ZIP Campaign - 2025-12-05,66483,Postal Code,
10K ZIP Campaign - 2025-12-05,66518,Postal Code,
10K ZIP Campaign - 2025-12-05,66519,Postal Code,
10K ZIP Campaign - 2025-12-05,66537,Postal Code,
10K ZIP Campaign - 2025-12-05,66562,Postal Code,
10K ZIP Campaign - 2025-12-05,66564,Postal Code,
10K ZIP Campaign - 2025-12-05,66570,Postal Code,
10K ZIP Campaign - 2025-12-05,66608,Postal Code,
10K ZIP Campaign - 2025-12-05,66622,Postal Code,
10K ZIP Campaign - 2025-12-05,66625,Postal Code,
10K ZIP Campaign - 2025-12-05,66651,Postal Code,
10K ZIP Campaign - 2025-12-05,66663,Postal Code,
10K ZIP Campaign - 2025-12-05,66666,Postal Code,
10K ZIP Campaign - 2025-12-05,66675,Postal Code,
10K ZIP Campaign - 2025-12-05,66676,Postal Code,
10K ZIP Campaign - 2025-12-05,66688,Postal Code,
10K ZIP Campaign - 2025-12-05,66708,Postal Code,
10K ZIP Campaign - 2025-12-05,66712,Postal Code,
10K ZIP Campaign - 2025-12-05,66729,Postal Code,
10K ZIP Campaign - 2025-12-05,66739,Postal Code,
10K ZIP Campaign - 2025-12-05,66793,Postal Code,
10K ZIP Campaign - 2025-12-05,66803,Postal Code,
10K ZIP Campaign - 2025-12-05,66804,Postal Code,
10K ZIP Campaign - 2025-12-05,66823,Postal Code,
10K ZIP Campaign - 2025-12-05,66826,Postal Code,
10K ZIP Campaign - 2025-12-05,66834,Postal Code,
10K ZIP Campaign - 2025-12-05,66836,Postal Code,
10K ZIP Campaign - 2025-12-05,66853,Postal Code,
10K ZIP Campaign - 2025-12-05,66857,Postal Code,
10K ZIP Campaign - 2025-12-05,66880,Postal Code,
10K ZIP Campaign - 2025-12-05,66919,Postal Code,
10K ZIP Campaign - 2025-12-05,66927,Postal Code,
10K ZIP Campaign - 2025-12-05,66939,Postal Code,
10K ZIP Campaign - 2025-12-05,66948,Postal Code,
10K ZIP Campaign - 2025-12-05,66956,Postal Code,
10K ZIP Campaign - 2025-12-05,66966,Postal Code,
10K ZIP Campaign - 2025-12-05,66967,Postal Code,
10K ZIP Campaign - 2025-12-05,66978,Postal Code,
10K ZIP Campaign - 2025-12-05,66983,Postal Code,
10K ZIP Campaign - 2025-12-05,67003,Postal Code,
10K ZIP Campaign - 2025-12-05,67009,Postal Code,
10K ZIP Campaign - 2025-12-05,67012,Postal Code,
10K ZIP Campaign - 2025-12-05,67038,Postal Code,
10K ZIP Campaign - 2025-12-05,67039,Postal Code,
10K ZIP Campaign - 2025-12-05,67045,Postal Code,
10K ZIP Campaign - 2025-12-05,67053,Postal Code,
10K ZIP Campaign - 2025-12-05,67058,Postal Code,
10K ZIP Campaign - 2025-12-05,67072,Postal Code,
10K ZIP Campaign - 2025-12-05,67090,Postal Code,
10K ZIP Campaign - 2025-12-05,67100,Postal Code,
10K ZIP Campaign - 2025-12-05,67122,Postal Code,
10K ZIP Campaign - 2025-12-05,67134,Postal Code,
10K ZIP Campaign - 2025-12-05,67137,Postal Code,
10K ZIP Campaign - 2025-12-05,67164,Postal Code,
10K ZIP Campaign - 2025-12-05,67165,Postal Code,
10K ZIP Campaign - 2025-12-05,67177,Postal Code,
10K ZIP Campaign - 2025-12-05,67186,Postal Code,
10K ZIP Campaign - 2025-12-05,67192,Postal Code,
10K ZIP Campaign - 2025-12-05,67193,Postal Code,
10K ZIP Campaign - 2025-12-05,67214,Postal Code,
10K ZIP Campaign - 2025-12-05,67232,Postal Code,
10K ZIP Campaign - 2025-12-05,67235,Postal Code,
10K ZIP Campaign - 2025-12-05,67264,Postal Code,
10K ZIP Campaign - 2025-12-05,67272,Postal Code,
10K ZIP Campaign - 2025-12-05,67279,Postal Code,
10K ZIP Campaign - 2025-12-05,67286,Postal Code,
10K ZIP Campaign - 2025-12-05,67288,Postal Code,
10K ZIP Campaign - 2025-12-05,67294,Postal Code,
10K ZIP Campaign - 2025-12-05,67302,Postal Code,
10K ZIP Campaign - 2025-12-05,67310,Postal Code,
10K ZIP Campaign - 2025-12-05,67317,Postal Code,
10K ZIP Campaign - 2025-12-05,67323,Postal Code,
10K ZIP Campaign - 2025-12-05,67325,Postal Code,
10K ZIP Campaign - 2025-12-05,67334,Postal Code,
10K ZIP Campaign - 2025-12-05,67340,Postal Code,
10K ZIP Campaign - 2025-12-05,67347,Postal Code,
10K ZIP Campaign - 2025-12-05,67356,Postal Code,
10K ZIP Campaign - 2025-12-05,67379,Postal Code,
